,Beta-Sitosterol,Hyperforin,Lupeol,Oleanolic acid,Betulinic acid,Ursolic acid,Bakuchiol,Retinol,Tretinoin,Epimedin C,Rapanone,Bisabolol,Tetrahydroxystilbene glucoside,Calendulin,Honokiol,Embelin,5-O-methyl-Embelin,Tanshinone IIA,Magnolol,Imperatorin,Licochalcone A,Hexylresorcinol,3-decyl-2-5-dihydroxy-benzoquinone,alpha-Arbutin,Carnosic acid,Carnosol,Eucalyptol,Pterostilbene,Linalool,Glabridin,Tea tree oil terpinen-4-ol,Capsaicin,Menthol,Kazinol B,Schizandrin A,Resveratrol,Cryptotanshinone,Formononetin,Asiatic acid,Daidzein,Oxyresveratrol,Calycosin,Wogonin,EMB-3,4-n-butylresorcinol,Azelaic acid,Genistein,Baicalein,Apigenin,Berberine,Curcumin,Paeonol,Naringenin,Acetylshikonin,Hydroquinone,Palmatine,Biochanin A,Phloretin,Salicylic acid,2-hydroxy-naphthoquinone,Ferulic acid,Physcion,Tyrosol,Sulforaphane,Spirulina-derived phycocyanin,Asiaticoside,Madecassic acid,Caffeic acid,Shikonin,Emodin,Thujin,Quercetin,Finasteride,Withaferin A,Hydroxytyrosol,Niacinamide,Rhein,Epicatechin,Aloe-emodin,Andrographolide,Ellagic acid,Epigallocatechin,Kojic acid,4-Methoxyresorcinol,EGCG,Silymarin,Procyanidin B2,Marimastat,Avenanthramide B,Theaflavin,Salvianolic acid B,Polydatin,Byakangelicin,Mulberroside A,Liquiritin,Ascorbic acid,Allantoin from Symphytum,Allantoin,Chlorogenic acid,Baicalin,Puerarin,Arbutin,Phloridzin,Salidroside,Aloin,Geniposide,Mangiferin,Saponin Re,Ginsenoside Rg1,Ginsenoside Rg3,Madecassoside,Sennoside A,Mogroside V,Glycyrrhizin,Icariin,Saikosaponin A,Hesperidin,Acteoside (Verbascoside),Paeoniflorin,Avenanthramide A,Punicalagin,Astragaloside IV,Ginsenoside Rb1,Crocin
Allantoin from Symphytum,0.055555556,0.09859155,0.046153847,0.08955224,0.073529415,0.08695652,0.054545455,0.05,0.0862069,0.08955224,0.08163265,0.05357143,0.03846154,0.115384616,0.03773585,0.08163265,0.0754717,0.125,0.036585364,0.06666667,0.0625,0.041666668,0.08163265,0.027777778,0.09836066,0.09677419,0.05,0.04255319,0.022222223,0.05970149,0.06666667,0.078125,0.046511628,0.07692308,0.033333335,0.048780486,0.08064516,0.07017544,0.08108108,0.08,0.04347826,0.06666667,0.07017544,0.08695652,0.06818182,0.09090909,0.07692308,0.07692308,0.078431375,0.014492754,0.1,0.08888889,0.094339624,0.083333336,0.06666667,0.014705882,0.084745765,0.08510638,0.10526316,0.0952381,0.08,0.08,0.051282052,0.02173913,0.06944445,0.078947365,0.078947365,0.09090909,0.07272727,0.08695652,0.06382979,0.074074075,0.18333334,0.072289154,0.04761905,0.15,0.1,0.05357143,0.078431375,0.10294118,0.093023255,0.055555556,0.0952381,0.13953489,0.08196721,0.06849315,0.04347826,0.074074075,0.054054055,0.07575758,0.078947365,0.048387095,0.118644066,0.0882353,0.07042254,0.11111111,1.0,1.0,0.0952381,0.0882353,0.07462686,0.057692308,0.07462686,0.05357143,0.07692308,0.08695652,0.07936508,0.032258064,0.03409091,0.032608695,0.056603774,0.08450704,0.06097561,0.07865169,0.056818184,0.030303031,0.05882353,0.05952381,0.075,0.075,0.0647482,0.042105265,0.030303031,0.06153846
Allantoin,0.055555556,0.09859155,0.046153847,0.08955224,0.073529415,0.08695652,0.054545455,0.05,0.0862069,0.08955224,0.08163265,0.05357143,0.03846154,0.115384616,0.03773585,0.08163265,0.0754717,0.125,0.036585364,0.06666667,0.0625,0.041666668,0.08163265,0.027777778,0.09836066,0.09677419,0.05,0.04255319,0.022222223,0.05970149,0.06666667,0.078125,0.046511628,0.07692308,0.033333335,0.048780486,0.08064516,0.07017544,0.08108108,0.08,0.04347826,0.06666667,0.07017544,0.08695652,0.06818182,0.09090909,0.07692308,0.07692308,0.078431375,0.014492754,0.1,0.08888889,0.094339624,0.083333336,0.06666667,0.014705882,0.084745765,0.08510638,0.10526316,0.0952381,0.08,0.08,0.051282052,0.02173913,0.06944445,0.078947365,0.078947365,0.09090909,0.07272727,0.08695652,0.06382979,0.074074075,0.18333334,0.072289154,0.04761905,0.15,0.1,0.05357143,0.078431375,0.10294118,0.093023255,0.055555556,0.0952381,0.13953489,0.08196721,0.06849315,0.04347826,0.074074075,0.054054055,0.07575758,0.078947365,0.048387095,0.118644066,0.0882353,0.07042254,0.11111111,1.0,1.0,0.0952381,0.0882353,0.07462686,0.057692308,0.07462686,0.05357143,0.07692308,0.08695652,0.07936508,0.032258064,0.03409091,0.032608695,0.056603774,0.08450704,0.06097561,0.07865169,0.056818184,0.030303031,0.05882353,0.05952381,0.075,0.075,0.0647482,0.042105265,0.030303031,0.06153846
Chlorogenic acid,0.08988764,0.125,0.05952381,0.175,0.105882354,0.14285715,0.16176471,0.12,0.15068494,0.11904762,0.0882353,0.12676056,0.11940298,0.097222224,0.13432837,0.0882353,0.083333336,0.09090909,0.12765957,0.13333334,0.17105263,0.109375,0.0882353,0.0,0.15789473,0.1125,0.05,0.20689656,0.06349207,0.12195122,0.0952381,0.15384616,0.08196721,0.15189873,0.09210526,0.20754717,0.086419754,0.1388889,0.16091955,0.11940298,0.18965517,0.13333334,0.15492958,0.05970149,0.07936508,0.0754717,0.11594203,0.13235295,0.11764706,0.083333336,0.31034482,0.18644068,0.14492753,0.10606061,0.104166664,0.084337346,0.16438356,0.16129032,0.16666667,0.13559322,0.3392857,0.13636364,0.0877193,0.046153847,0.13953489,0.17045455,0.17045455,0.4375,0.1594203,0.109375,0.109375,0.16176471,0.0952381,0.078431375,0.18181819,0.09836066,0.15151516,0.21212122,0.11764706,0.10344828,0.114754096,0.14705883,0.11666667,0.12903225,0.17567568,0.15116279,0.1923077,0.039473683,0.17857143,0.13580246,0.25609756,0.19444445,0.115384616,0.10465116,0.14117648,0.092307694,0.0952381,0.0952381,1.0,0.17283951,0.13414635,0.13432837,0.17721519,0.12676056,0.15189873,0.11627907,0.14102565,0.114285715,0.12,0.104761906,0.13675214,0.16666667,0.125,0.15841584,0.14,0.078947365,0.13265306,0.34146342,0.16304348,0.10309278,0.083333336,0.12149533,0.10810811,0.1392405
Baicalin,0.07368421,0.094736844,0.044444446,0.1,0.07608695,0.086021505,0.09090909,0.047058824,0.072289154,0.1,0.08219178,0.07594936,0.12676056,0.07692308,0.125,0.08219178,0.09210526,0.085365854,0.11,0.16883117,0.13253012,0.08571429,0.08219178,0.0,0.13414635,0.13253012,0.030303031,0.11940298,0.04347826,0.08988764,0.04225352,0.14457831,0.04411765,0.17073171,0.086419754,0.13114753,0.09411765,0.17567568,0.0927835,0.1764706,0.121212125,0.16883117,0.359375,0.07042254,0.12307692,0.06896552,0.1884058,0.5185185,0.35,0.07865169,0.17391305,0.13636364,0.15068494,0.18181819,0.094339624,0.07954545,0.15384616,0.13235295,0.1724138,0.125,0.1764706,0.11111111,0.11666667,0.013888889,0.18390805,0.09090909,0.09090909,0.15625,0.118421055,0.10144927,0.10144927,0.2173913,0.07777778,0.0952381,0.12903225,0.10769231,0.15714286,0.16438356,0.15714286,0.10989011,0.17741935,0.15277778,0.16129032,0.08695652,0.16455697,0.18181819,0.15294118,0.05,0.13043478,0.16867469,0.18681319,0.2638889,0.10843374,0.07526882,0.25925925,0.15151516,0.0882353,0.0882353,0.17283951,1.0,0.225,0.265625,0.28947368,0.23188406,0.21518987,0.1744186,0.27027026,0.14018692,0.14705883,0.13084112,0.12195122,0.30379745,0.37804878,0.22,0.26595744,0.10344828,0.23404256,0.21052632,0.20430107,0.15463917,0.094339624,0.116071425,0.13274336,0.17283951
Puerarin,0.07526882,0.08510638,0.045454547,0.08988764,0.054347824,0.07608695,0.1388889,0.04819277,0.035714287,0.06593407,0.1,0.077922076,0.09859155,0.078947365,0.16176471,0.1,0.0945946,0.115384616,0.1010101,0.17333333,0.13580246,0.15625,0.1,0.016666668,0.083333336,0.10843374,0.04761905,0.140625,0.04477612,0.14457831,0.04347826,0.10714286,0.045454547,0.20512821,0.061728396,0.15517241,0.09638554,0.30769232,0.083333336,0.36842105,0.14285715,0.29411766,0.23188406,0.0882353,0.12698413,0.05263158,0.45454547,0.19402985,0.27419356,0.08045977,0.12857144,0.140625,0.20588236,0.20634921,0.16666667,0.056818184,0.15789473,0.1904762,0.13793103,0.16666667,0.114285715,0.14705883,0.18181819,0.028985508,0.23170732,0.08163265,0.08163265,0.125,0.1369863,0.15625,0.0882353,0.24242425,0.055555556,0.10784314,0.15254237,0.09375,0.16176471,0.16901408,0.1969697,0.11235955,0.18333334,0.15714286,0.22807017,0.08955224,0.16883117,0.22891566,0.2,0.03797468,0.1590909,0.20253165,0.1521739,0.3283582,0.05882353,0.07692308,0.31578946,0.17460318,0.07462686,0.07462686,0.13414635,0.225,1.0,0.36206895,0.33333334,0.33870968,0.32394367,0.22222222,0.46031746,0.14285715,0.15,0.14423077,0.13333334,0.2948718,0.26136363,0.10091743,0.32954547,0.13513513,0.2,0.20212767,0.22222222,0.17021276,0.06832298,0.12844037,0.13513513,0.1923077
Arbutin,0.09210526,0.07594936,0.056338027,0.09589041,0.05263158,0.078947365,0.18181819,0.060606062,0.029411765,0.11111111,0.09090909,0.1,0.08928572,0.06557377,0.10714286,0.09090909,0.10344828,0.060606062,0.0952381,0.12698413,0.13636364,0.1632653,0.09090909,0.023255814,0.072463766,0.08695652,0.06521739,0.2173913,0.06,0.13043478,0.057692308,0.10144927,0.06122449,0.18461539,0.078125,0.2195122,0.072463766,0.21428572,0.0875,0.19607843,0.17021276,0.14516129,0.114754096,0.0754717,0.08,0.048780486,0.18867925,0.10526316,0.16981132,0.08450704,0.14814815,0.19148937,0.18181819,0.11320755,0.2580645,0.07042254,0.18333334,0.18367347,0.11363637,0.104166664,0.10909091,0.12962963,0.2631579,0.018867925,0.13513513,0.085365854,0.085365854,0.1,0.118644066,0.09615385,0.055555556,0.12068965,0.04,0.09090909,0.1590909,0.08163265,0.0877193,0.15789473,0.12727273,0.10810811,0.10204082,0.14285715,0.1521739,0.07692308,0.12307692,0.21428572,0.14492753,0.031746034,0.118421055,0.13043478,0.12658228,0.6744186,0.057971016,0.065789476,0.5660377,0.1632653,0.057692308,0.057692308,0.13432837,0.265625,0.36206895,1.0,0.5192308,0.6097561,0.30508474,0.32258064,0.29310346,0.22619048,0.24050634,0.22891566,0.19,0.4,0.32394367,0.13186814,0.35135135,0.21111111,0.3108108,0.2631579,0.29166666,0.09411765,0.08391608,0.20454545,0.21111111,0.31034482
Phloridzin,0.08695652,0.08510638,0.057471264,0.11494253,0.07777778,0.11235955,0.1388889,0.074074075,0.06097561,0.08988764,0.1,0.09210526,0.114285715,0.064935066,0.14492753,0.1,0.125,0.074074075,0.1122449,0.14285715,0.17948718,0.19354838,0.1,0.016666668,0.09638554,0.0952381,0.04761905,0.17741935,0.060606062,0.14457831,0.04347826,0.1923077,0.045454547,0.18987341,0.088607594,0.19642857,0.07058824,0.18055555,0.11827957,0.18181819,0.2,0.17333333,0.13333334,0.0882353,0.07575758,0.09090909,0.23076923,0.14285715,0.21538462,0.093023255,0.1969697,0.19672132,0.2238806,0.16923077,0.16666667,0.09411765,0.20547946,0.53061223,0.13793103,0.11111111,0.1641791,0.1641791,0.27450982,0.028985508,0.1744186,0.11578947,0.11578947,0.14285715,0.12162162,0.15625,0.0882353,0.17142858,0.055555556,0.086538464,0.21428572,0.11111111,0.12857144,0.18571429,0.16176471,0.1,0.12698413,0.17391305,0.16666667,0.10606061,0.18421052,0.25925925,0.17073171,0.051282052,0.14606741,0.17283951,0.17777778,0.48333332,0.071428575,0.06521739,0.3888889,0.13846155,0.07462686,0.07462686,0.17721519,0.28947368,0.33333334,0.5192308,1.0,0.537037,0.30555555,0.2857143,0.2777778,0.18811882,0.19791667,0.2020202,0.20353982,0.4027778,0.29069766,0.14285715,0.32954547,0.17757009,0.28089887,0.32941177,0.26436782,0.11111111,0.102564104,0.1826923,0.17757009,0.29166666
Salidroside,0.0875,0.072289154,0.067567565,0.09090909,0.06329114,0.075,0.16949153,0.057142857,0.027777778,0.07692308,0.10344828,0.09375,0.14035088,0.06153846,0.13793103,0.10344828,0.114754096,0.057142857,0.09090909,0.11940298,0.12857144,0.17307693,0.10344828,0.021276595,0.06849315,0.08219178,0.06,0.1764706,0.055555556,0.12328767,0.05357143,0.12676056,0.056603774,0.17391305,0.073529415,0.2,0.06849315,0.16129032,0.083333336,0.18181819,0.15686275,0.13636364,0.10769231,0.08928572,0.074074075,0.044444446,0.1754386,0.11666667,0.15789473,0.08,0.118644066,0.13207547,0.16949153,0.10526316,0.22857143,0.06666667,0.13636364,0.26530612,0.104166664,0.09615385,0.10169491,0.10169491,0.36842105,0.01754386,0.12820514,0.08139535,0.08139535,0.09259259,0.11111111,0.08928572,0.05172414,0.11290322,0.03797468,0.08695652,0.22222222,0.0754717,0.08196721,0.14754099,0.13793103,0.102564104,0.094339624,0.13333334,0.14,0.071428575,0.11594203,0.2027027,0.1369863,0.029850746,0.1125,0.12328767,0.14814815,0.49019608,0.05479452,0.0625,0.3809524,0.1509434,0.05357143,0.05357143,0.12676056,0.23188406,0.33870968,0.6097561,0.537037,1.0,0.32786885,0.3030303,0.27419356,0.2159091,0.22891566,0.21839081,0.20588236,0.33333334,0.27272728,0.12631579,0.2682927,0.20212767,0.278481,0.4084507,0.27631578,0.08988764,0.0890411,0.19565217,0.22826087,0.33333334
Aloin,0.07692308,0.08695652,0.046511628,0.09195402,0.055555556,0.07777778,0.09589041,0.049382716,0.036585364,0.09195402,0.11940298,0.08,0.10144927,0.08108108,0.13235295,0.11940298,0.112676054,0.103896104,0.10309278,0.14666666,0.09756097,0.125,0.11940298,0.01724138,0.09876543,0.1392405,0.04918033,0.109375,0.046153847,0.13414635,0.060606062,0.1375,0.046875,0.17948718,0.07692308,0.12068965,0.1125,0.1369863,0.08510638,0.15151516,0.12903225,0.13157895,0.15277778,0.10769231,0.11290322,0.054545455,0.1641791,0.18181819,0.14925373,0.08235294,0.13235295,0.12698413,0.19402985,0.13846155,0.10204082,0.058139537,0.1780822,0.15873016,0.16363636,0.25925925,0.11764706,0.16923077,0.14545454,0.029850746,0.17857143,0.083333336,0.083333336,0.12903225,0.19117647,0.2,0.10769231,0.14285715,0.056818184,0.121212125,0.2,0.09677419,0.28333333,0.15714286,0.4528302,0.11494253,0.15,0.14492753,0.21428572,0.12698413,0.12820514,0.25,0.16049382,0.05263158,0.13636364,0.17721519,0.18181819,0.29850745,0.060240965,0.09090909,0.27272728,0.18032786,0.07692308,0.07692308,0.15189873,0.21518987,0.32394367,0.30508474,0.30555555,0.32786885,1.0,0.2278481,0.32352942,0.14563107,0.15306123,0.14705883,0.14529915,0.52307695,0.1978022,0.10280374,0.23655914,0.14814815,0.2173913,0.24719101,0.22727273,0.16129032,0.07594936,0.14150943,0.13761468,0.19736843
Geniposide,0.10752688,0.09375,0.06741573,0.1627907,0.08695652,0.14606741,0.07594936,0.071428575,0.071428575,0.11111111,0.08108108,0.13157895,0.051948052,0.08974359,0.051282052,0.08108108,0.10526316,0.084337346,0.08737864,0.1097561,0.09195402,0.06944445,0.08108108,0.032258064,0.105882354,0.10465116,0.0952381,0.08571429,0.073529415,0.08888889,0.08695652,0.11627907,0.07462686,0.11494253,0.09876543,0.060606062,0.08045977,0.11392405,0.15053764,0.08,0.056338027,0.09638554,0.1,0.06944445,0.072463766,0.06779661,0.09210526,0.06410257,0.064935066,0.10227273,0.1388889,0.11764706,0.08974359,0.097222224,0.05357143,0.07865169,0.12345679,0.083333336,0.078125,0.057971016,0.10958904,0.0945946,0.07936508,0.04225352,0.06122449,0.14736842,0.14736842,0.071428575,0.088607594,0.08450704,0.08450704,0.07594936,0.101123594,0.1262136,0.07575758,0.073529415,0.064935066,0.088607594,0.093333334,0.12087912,0.072463766,0.09090909,0.140625,0.10144927,0.12048193,0.16666667,0.08791209,0.08974359,0.071428575,0.101123594,0.1010101,0.2777778,0.08139535,0.10989011,0.27160493,0.11594203,0.08695652,0.08695652,0.11627907,0.1744186,0.22222222,0.32258064,0.2857143,0.3030303,0.2278481,1.0,0.21794872,0.23,0.24210526,0.23232323,0.25225225,0.2682927,0.2,0.17142858,0.25,0.22857143,0.20618556,0.24731183,0.2840909,0.086538464,0.12179487,0.21153846,0.21698113,0.28
Mangiferin,0.07865169,0.101123594,0.060240965,0.09411765,0.056818184,0.07954545,0.083333336,0.050632913,0.0375,0.056818184,0.10606061,0.08219178,0.072463766,0.083333336,0.10294118,0.10606061,0.1,0.06410257,0.09375,0.15068494,0.086419754,0.11111111,0.10606061,0.017857144,0.101265825,0.12820514,0.050847456,0.078125,0.04761905,0.09638554,0.046153847,0.09876543,0.048387095,0.16883117,0.064935066,0.0862069,0.0875,0.17391305,0.08695652,0.19354838,0.09677419,0.16666667,0.17391305,0.09375,0.09836066,0.056603774,0.20634921,0.26666668,0.20967741,0.084337346,0.11940298,0.11290322,0.14705883,0.2631579,0.083333336,0.072289154,0.13513513,0.12698413,0.12727273,0.13793103,0.104477614,0.121212125,0.10909091,0.046875,0.18292683,0.08510638,0.08510638,0.13333334,0.12857144,0.12903225,0.07692308,0.2580645,0.058139537,0.1122449,0.16363636,0.08196721,0.13636364,0.16176471,0.171875,0.11764706,0.26415095,0.16666667,0.2,0.078125,0.14666666,0.20987654,0.17948718,0.04,0.15294118,0.22972973,0.1590909,0.26865673,0.061728396,0.08045977,0.2631579,0.18644068,0.07936508,0.07936508,0.14102565,0.27027026,0.46031746,0.29310346,0.2777778,0.27419356,0.32352942,0.21794872,1.0,0.14851485,0.15625,0.15,0.13793103,0.29333332,0.24418604,0.104761906,0.26966292,0.14018692,0.1827957,0.21111111,0.20454545,0.20454545,0.07692308,0.14423077,0.14018692,0.2027027
Saponin Re,0.117117114,0.125,0.24731183,0.23469388,0.23469388,0.20588236,0.17777778,0.11,0.0776699,0.052173913,0.041237112,0.20224719,0.05154639,0.08163265,0.04040404,0.041237112,0.05,0.067307696,0.064,0.10891089,0.074074075,0.04255319,0.041237112,0.024096385,0.0952381,0.115384616,0.11111111,0.06593407,0.175,0.072072074,0.06666667,0.07339449,0.09411765,0.11320755,0.067961164,0.058139537,0.08490566,0.058252428,0.17431192,0.040816326,0.04347826,0.056603774,0.058252428,0.031578947,0.032608695,0.024390243,0.04,0.04,0.04040404,0.06306306,0.095744684,0.054347824,0.04950495,0.06382979,0.025641026,0.07339449,0.06666667,0.03125,0.022727273,0.02173913,0.08510638,0.05154639,0.047058824,0.021505376,0.041666668,0.15044248,0.15044248,0.054945055,0.091836736,0.031578947,0.04255319,0.029126214,0.12264151,0.1322314,0.045454547,0.02173913,0.01980198,0.07,0.04040404,0.17142858,0.032608695,0.071428575,0.056179777,0.06593407,0.055555556,0.125,0.071428575,0.04950495,0.0862069,0.072072074,0.07438017,0.24175824,0.055555556,0.08928572,0.1923077,0.07692308,0.032258064,0.032258064,0.114285715,0.14018692,0.14285715,0.22619048,0.18811882,0.2159091,0.14563107,0.23,0.14851485,1.0,0.9305556,0.85714287,0.25984251,0.17924528,0.15384616,0.37142858,0.20512821,0.36363637,0.15,0.22321428,0.2293578,0.05511811,0.16666667,0.3611111,0.9230769,0.21875
Ginsenoside Rg1,0.12264151,0.13084112,0.26136363,0.23404256,0.24731183,0.21649484,0.1882353,0.11578947,0.08163265,0.054545455,0.04347826,0.21428572,0.054347824,0.086021505,0.04255319,0.04347826,0.05263158,0.07070707,0.06666667,0.114583336,0.0776699,0.04494382,0.04347826,0.025641026,0.1,0.121212125,0.118421055,0.069767445,0.18666667,0.0754717,0.07058824,0.07692308,0.1,0.11881188,0.071428575,0.061728396,0.089108914,0.06122449,0.1826923,0.043010753,0.04597701,0.05940594,0.06122449,0.033333335,0.03448276,0.025974026,0.042105265,0.042105265,0.04255319,0.06603774,0.101123594,0.057471264,0.052083332,0.055555556,0.02739726,0.06666667,0.07,0.032967035,0.024096385,0.022988506,0.08988764,0.043010753,0.05,0.022727273,0.04347826,0.1574074,0.1574074,0.058139537,0.09677419,0.033333335,0.04494382,0.030612245,0.12871288,0.13793103,0.04819277,0.022988506,0.020833334,0.07368421,0.04255319,0.18,0.03448276,0.07526882,0.05952381,0.057471264,0.058252428,0.13084112,0.07476635,0.052083332,0.08035714,0.0754717,0.077586204,0.25581396,0.058252428,0.093457945,0.2020202,0.06896552,0.03409091,0.03409091,0.12,0.14705883,0.15,0.24050634,0.19791667,0.22891566,0.15306123,0.24210526,0.15625,0.9305556,1.0,0.7922078,0.24,0.18811882,0.16071428,0.32380953,0.21428572,0.3425926,0.15652174,0.21100917,0.24038461,0.057377048,0.16463415,0.37864077,0.85897434,0.23076923
Ginsenoside Rg3,0.11818182,0.12612613,0.25,0.2371134,0.2371134,0.20792079,0.16666667,0.11111111,0.078431375,0.05263158,0.041666668,0.24705882,0.052083332,0.082474224,0.040816326,0.041666668,0.05050505,0.067961164,0.06451613,0.11,0.08490566,0.043010753,0.041666668,0.024390243,0.09615385,0.116504855,0.1125,0.054945055,0.1923077,0.07272727,0.06741573,0.074074075,0.0952381,0.114285715,0.068627454,0.046511628,0.08571429,0.05882353,0.17592593,0.041237112,0.043956045,0.057142857,0.048543688,0.031914894,0.032967035,0.024691358,0.04040404,0.03,0.030303031,0.06363636,0.08510638,0.054945055,0.05,0.06451613,0.025974026,0.06422018,0.067307696,0.031578947,0.034883723,0.021978023,0.07446808,0.052083332,0.04761905,0.032967035,0.042016808,0.15178572,0.15178572,0.043956045,0.0927835,0.031914894,0.043010753,0.029411765,0.123809524,0.13333334,0.04597701,0.021978023,0.02,0.07070707,0.040816326,0.17307693,0.032967035,0.072164945,0.056818184,0.06666667,0.056074765,0.12612613,0.072072074,0.05,0.08695652,0.07272727,0.075,0.23076923,0.056074765,0.09009009,0.19417475,0.07777778,0.032608695,0.032608695,0.104761906,0.13084112,0.14423077,0.22891566,0.2020202,0.21839081,0.14705883,0.23232323,0.15,0.85714287,0.7922078,1.0,0.26190478,0.18095239,0.14529915,0.3883495,0.20689656,0.36697248,0.15126051,0.21428572,0.24299066,0.055555556,0.16766468,0.3773585,0.79518074,0.22105263
Madecassoside,0.12903225,0.1007752,0.1092437,0.30476192,0.15126051,0.37623763,0.05172414,0.094827585,0.094827585,0.0703125,0.054054055,0.09821428,0.03508772,0.0990991,0.034782607,0.054054055,0.06140351,0.08547009,0.06428572,0.075630255,0.056,0.055555556,0.054054055,0.02020202,0.11965812,0.118644066,0.104166664,0.056074765,0.03773585,0.088709675,0.07692308,0.064,0.09,0.08064516,0.09565217,0.03883495,0.09166667,0.077586204,0.48453608,0.05357143,0.056603774,0.05785124,0.059322033,0.04587156,0.047169812,0.05263158,0.061946902,0.04347826,0.053097345,0.05511811,0.072072074,0.07619048,0.07017544,0.074074075,0.032258064,0.055555556,0.094017096,0.07476635,0.04950495,0.03773585,0.06306306,0.07272727,0.05,0.037383176,0.052238807,0.5869565,0.5869565,0.046728972,0.069565214,0.055555556,0.04587156,0.05172414,0.09756097,0.125,0.048543688,0.04761905,0.04385965,0.078947365,0.053097345,0.16806723,0.067307696,0.08035714,0.067961164,0.097087376,0.09243698,0.11811024,0.07936508,0.05172414,0.08396947,0.088709675,0.08955224,0.17272727,0.06557377,0.11290322,0.1764706,0.08571429,0.056603774,0.056603774,0.13675214,0.12195122,0.13333334,0.19,0.20353982,0.20588236,0.14529915,0.25225225,0.13793103,0.25984251,0.24,0.26190478,1.0,0.18487395,0.23770492,0.25984251,0.20769231,0.31746033,0.24193548,0.29661018,0.2195122,0.071428575,0.12765957,0.2635659,0.30708662,0.29126215
Sennoside A,0.071428575,0.091836736,0.043010753,0.10869565,0.07368421,0.10638298,0.0875,0.045454547,0.057471264,0.13333334,0.10810811,0.07317073,0.09210526,0.074074075,0.10526316,0.10810811,0.116883114,0.10843374,0.11764706,0.14814815,0.14117648,0.112676054,0.10810811,0.015384615,0.11627907,0.12790698,0.04411765,0.114285715,0.041666668,0.123595506,0.04054054,0.15294118,0.04225352,0.16470589,0.09638554,0.125,0.10344828,0.1392405,0.1122449,0.1369863,0.13235295,0.14814815,0.16883117,0.097222224,0.10144927,0.083333336,0.14864865,0.16438356,0.13513513,0.1,0.18309858,0.14705883,0.17567568,0.125,0.08928572,0.07692308,0.17721519,0.14285715,0.18333334,0.171875,0.16901408,0.16901408,0.11111111,0.027027028,0.16483517,0.11,0.11,0.14925373,0.15789473,0.17910448,0.112676054,0.12987013,0.06382979,0.10280374,0.140625,0.11940298,0.3548387,0.14285715,0.25373134,0.11827957,0.15151516,0.13157895,0.171875,0.114285715,0.17283951,0.25882354,0.14772727,0.04819277,0.12631579,0.1627907,0.18085106,0.38235295,0.10465116,0.072916664,0.34615386,0.16176471,0.08450704,0.08450704,0.16666667,0.30379745,0.2948718,0.4,0.4027778,0.33333334,0.52307695,0.2682927,0.29333332,0.17924528,0.18811882,0.18095239,0.18487395,1.0,0.2747253,0.14678898,0.31182796,0.18018018,0.29347825,0.25531915,0.29213482,0.15,0.08588957,0.16363636,0.16964285,0.25641027
Mogroside V,0.0952381,0.083333336,0.04901961,0.08737864,0.056603774,0.09615385,0.10227273,0.040816326,0.040816326,0.08737864,0.0952381,0.07692308,0.056818184,0.08988764,0.11904762,0.0952381,0.12941177,0.07368421,0.14814815,0.15730338,0.16304348,0.12658228,0.0952381,0.027027028,0.0927835,0.12631579,0.03846154,0.15789473,0.049382716,0.12244898,0.04819277,0.16129032,0.07692308,0.17204301,0.13483146,0.10810811,0.104166664,0.2195122,0.09174312,0.1625,0.12987013,0.30379745,0.2987013,0.085365854,0.075,0.041666668,0.20253165,0.2837838,0.36231884,0.12371134,0.20512821,0.1891892,0.15476191,0.21333334,0.092307694,0.125,0.21176471,0.125,0.0945946,0.103896104,0.17721519,0.17721519,0.09589041,0.036144577,0.20833333,0.09009009,0.09009009,0.101265825,0.12643678,0.12658228,0.14102565,0.24358974,0.057692308,0.084745765,0.10666667,0.0625,0.105882354,0.15294118,0.11904762,0.09615385,0.16216215,0.12941177,0.14864865,0.086419754,0.12903225,0.23157895,0.13265306,0.043010753,0.114285715,0.15789473,0.14150943,0.3164557,0.05,0.086538464,0.3068182,0.1125,0.06097561,0.06097561,0.125,0.37804878,0.26136363,0.32394367,0.29069766,0.27272728,0.1978022,0.2,0.24418604,0.15384616,0.16071428,0.14529915,0.23770492,0.2747253,1.0,0.13445379,0.41935483,0.175,0.5925926,0.28,0.17924528,0.12612613,0.09356725,0.14049587,0.20512821,0.25581396
